model,silhouette_score_kmeans,calinski_harabasz_score_kmeans,davies_bouldin_score_kmeans,silhouette_score_agglo,calinski_harabasz_score_agglo,davies_bouldin_score_agglo,silhouette_score_kmedoids,calinski_harabasz_score_kmedoids,davies_bouldin_score_kmedoids,mutual_info_kmeans_agglo,mutual_info_kmeans_kmedoids,mutual_info_agglo_kmedoids
models\Cluster-GAE\model_state_dict_out_channels_64_hidden_60_layers_6_dropout_0.2.pth,0.57646364,1794.485624945195,0.7703903763091003,0.56130254,1569.9302794302469,0.7061847324496192,,,,0.7145689439972378,0.8468081020989323,0.7171400522523568
